Date,Event Type,Asset,Message,SMP,Price Spike (>$200),Max SMP After Event,Max SMP Growth from Event,Max SMP Date,Max SMP Minutes from Event,Min SMP After Event,Min SMP Reduction from Event,Min SMP Date,Min SMP Minutes from Event,Avg SMP before Event,Avg SMP After Event,Total AB Demand (MW),AB Total Intertie Trade (MW),AB - BC Intertie (MW),AB - MT Intertie (MW),AB - SK Intertie (MW)
2017-07-06 04:52:00,offline,Sundance 5,Sundance 5 off line.,15.41,NO,20.03,29.980532121998714,2017-07-06 06:25:00,93.0,15.41,0.0,2017-07-06 04:52:00,0.0,15.409999999999988,17.589166666666703,8520.0,-17.0,-17.0,0.0,0.0
2017-07-06 14:50:00,online,Sundance 5,Sundance 5 Online,27.77,NO,27.77,0.0,2017-07-06 14:50:00,0.0,27.77,0.0,2017-07-06 14:50:00,0.0,25.429722222222253,27.770000000000067,10586.0,406.0,399.0,0.0,0.0
2017-07-07 11:54:00,online,Path 83,Path 83 back in service.,19.32,NO,20.42,5.693581780538315,2017-07-07 14:50:00,176.0,18.5,4.244306418219468,2017-07-07 12:06:00,12.0,18.629611111111107,18.612666666666673,10547.0,38.0,40.0,0.0,0.0
2017-07-07 16:15:00,offline,Keephills 2,Keephills 2 off line,27.77,NO,27.77,0.0,2017-07-07 16:15:00,0.0,20.43,26.431400792221826,2017-07-07 18:11:00,116.0,20.393277777777783,24.714999999999982,10802.0,140.0,-11.0,5.0,146.0
2017-07-07 21:37:00,offline,Sundance 2,Sundance 2 off line,18.39,NO,18.39,0.0,2017-07-07 21:37:00,0.0,14.05,23.599782490483957,2017-07-08 00:32:00,175.0,19.412222222222177,17.598833333333342,10004.0,-35.0,-26.0,-8.0,0.0
2017-07-10 01:39:00,online,Sundance 2,Sundance 2 on line,15.26,NO,18.29,19.855832241153347,2017-07-10 04:05:00,146.0,15.26,0.0,2017-07-10 01:39:00,0.0,17.084777777777788,15.908722222222213,8615.0,4.0,12.0,-6.0,0.0
2017-07-10 08:30:00,online,Keephills 2,Keephills 2 Online,20.46,NO,20.46,0.0,2017-07-10 08:30:00,0.0,18.29,10.60606060606062,2017-07-10 10:06:00,96.0,20.03061111111112,18.89177777777774,9629.0,-4.0,-50.0,48.0,0.0
2017-07-10 21:30:00,offline,Keephills 1,Keephills #1 off line.,24.0,NO,24.0,0.0,2017-07-10 21:30:00,0.0,20.42,14.916666666666655,2017-07-10 23:00:00,90.0,21.869000000000042,21.02311111111109,9321.0,50.0,-24.0,74.0,0.0
2017-07-11 01:02:00,offline,Sheerness 2,Sheerness #2 off line.,20.42,NO,20.42,0.0,2017-07-11 01:02:00,0.0,18.5,9.402546523016653,2017-07-11 02:27:00,85.0,20.312333333333363,19.120166666666666,8356.0,-13.0,-24.0,11.0,0.0
2017-07-12 16:07:00,online,Keephills 1,Keephills 1 on line.,27.77,NO,27.77,0.0,2017-07-12 16:07:00,0.0,20.45,26.359380626575447,2017-07-12 19:05:00,178.0,27.63261111111121,24.458611111111143,9894.0,70.0,27.0,40.0,0.0
2017-07-13 12:19:00,offline,Path 83,Path 83 out of service.,27.77,NO,42.25,52.14259992797983,2017-07-13 15:13:00,174.0,27.77,0.0,2017-07-13 12:19:00,0.0,28.84350000000003,31.243555555555485,10209.0,-54.0,-71.0,14.0,0.0
2017-07-13 14:56:00,online,line 2,Sheerness 2 on line.,34.98,NO,45.0,28.644939965694704,2017-07-13 16:00:00,64.0,27.77,20.61177815894797,2017-07-13 17:36:00,160.0,30.191944444444374,36.58488888888882,10380.0,7.0,9.0,0.0,0.0
2017-07-13 15:56:00,offline,Battle 4,Battle River 4 off line.,44.25,NO,45.0,1.6949152542372836,2017-07-13 16:00:00,4.0,20.73,53.15254237288136,2017-07-13 18:55:00,179.0,34.48305555555556,30.862888888888808,10460.0,-29.0,-28.0,0.0,0.0
2017-07-13 20:45:00,online,Path 83,Path 83 in service.,20.43,NO,20.43,0.0,2017-07-13 20:45:00,0.0,18.28,10.523739598629456,2017-07-13 23:35:00,170.0,22.53294444444442,18.836,9981.0,-135.0,-122.0,6.0,-19.0
2017-07-15 01:17:00,online,Battle 4,Battle River #4 on line.,15.75,NO,15.75,0.0,2017-07-15 01:17:00,0.0,15.38,2.3492063492063453,2017-07-15 03:42:00,145.0,17.62522222222218,15.422055555555593,8783.0,24.0,26.0,-7.0,0.0
2017-07-17 04:03:00,offline,Sheerness 1,Sheerness #1 off line.,15.27,NO,17.12,12.115258677144736,2017-07-17 06:39:00,156.0,15.27,0.0,2017-07-17 04:03:00,0.0,15.346555555555561,15.720500000000005,8061.0,88.0,1.0,91.0,0.0
2017-07-17 08:01:00,online,Sheerness 1,Sheerness Unit 1 on line.,18.29,NO,20.43,11.70038272279934,2017-07-17 10:47:00,166.0,18.29,0.0,2017-07-17 08:01:00,0.0,16.431944444444444,19.388944444444455,9171.0,97.0,-12.0,111.0,2.0
2017-07-17 09:30:00,offline,Sheerness 1,Sheerness Unit 1 off line.,18.5,NO,20.43,10.432432432432437,2017-07-17 10:47:00,77.0,18.5,0.0,2017-07-17 09:30:00,0.0,17.90683333333339,20.354166666666607,9357.0,136.0,-18.0,105.0,47.0
2017-07-17 11:00:00,online,Sheerness 1,Sheerness Unit 1 online,20.43,NO,20.43,0.0,2017-07-17 11:00:00,0.0,20.42,0.04894762604013003,2017-07-17 13:51:00,171.0,19.377055555555568,20.42949999999995,9775.0,133.0,18.0,117.0,0.0
2017-07-19 23:18:00,offline,Battle 5,Battle River #5 offline.,18.39,NO,18.39,0.0,2017-07-19 23:18:00,0.0,15.41,16.204458945078848,2017-07-20 01:43:00,145.0,18.57199999999999,17.042277777777706,9007.0,68.0,-11.0,79.0,0.0
2017-07-20 05:35:00,online,Battle 5,Battle River #5 on line,15.42,NO,18.39,19.260700389105057,2017-07-20 08:10:00,155.0,15.41,0.06485084306095956,2017-07-20 05:47:00,12.0,15.418000000000038,16.462055555555537,8412.0,107.0,14.0,93.0,0.0
2017-07-20 09:13:00,maintenance,AESO,The AESO is doing planned system maintenance today at 9:30am MDT. There are no system impacts  but connections to ETS and ADaMS may be interrupted. If your connection is lost you can immediately log back in.,18.39,NO,20.42,11.038607939097345,2017-07-20 11:30:00,137.0,18.39,0.0,2017-07-20 09:13:00,0.0,17.090277777777725,19.128666666666692,9673.0,162.0,-10.0,165.0,4.0
2017-07-20 21:16:00,offline,Sundance 5,Sundance #5 off line.,18.39,NO,18.39,0.0,2017-07-20 21:16:00,0.0,15.52,15.6063077759652,2017-07-20 23:31:00,135.0,18.947333333333287,17.142499999999984,9646.0,125.0,-4.0,-18.0,147.0
2017-07-20 23:02:00,online,Sundance 5,Sundance #5 online.,16.84,NO,16.84,0.0,2017-07-20 23:02:00,0.0,15.35,8.847980997624704,2017-07-21 01:32:00,150.0,18.109722222222267,15.654555555555572,9044.0,-15.0,-7.0,-39.0,29.0
2017-07-21 21:18:00,offline,Battle 4,Battle River #4 offline.,18.39,NO,18.51,0.6525285481239873,2017-07-21 21:58:00,40.0,18.28,0.5981511691136476,2017-07-22 00:14:00,176.0,18.38999999999998,18.378333333333337,9331.0,227.0,81.0,143.0,2.0
2017-07-22 15:32:00,offline,Sundance 2,Sundance #2 off line.,20.43,NO,20.43,0.0,2017-07-22 15:32:00,0.0,20.43,0.0,2017-07-22 15:32:00,0.0,18.981444444444435,20.42999999999994,9830.0,537.0,306.0,160.0,72.0
2017-07-24 03:36:00,offline,Sundance 5,Sundance 5 off line.,13.48,NO,15.27,13.27893175074184,2017-07-24 04:54:00,78.0,13.48,0.0,2017-07-24 03:36:00,0.0,13.23983333333332,14.884777777777769,8204.0,532.0,546.0,-12.0,0.0
2017-07-24 12:54:00,online,Sundance 5,Sundance 5 online,27.77,NO,39.16,41.01548433561397,2017-07-24 13:08:00,14.0,27.77,0.0,2017-07-24 12:54:00,0.0,28.21488888888895,29.276777777777863,9956.0,616.0,497.0,201.0,-76.0
2017-07-25 13:21:00,offline,Sundance 1,Sundance 1 offline,38.0,YES,999.3,2529.7368421052633,2017-07-25 15:29:00,128.0,38.0,0.0,2017-07-25 13:21:00,0.0,29.297944444444447,140.6671111111112,10107.0,155.0,235.0,-4.0,-76.0
2017-07-26 06:33:00,online,Battle 4,Battle River 4 Online.,18.39,NO,34.49,87.54758020663405,2017-07-26 08:44:00,131.0,18.39,0.0,2017-07-26 06:33:00,0.0,18.38999999999998,25.086777777777737,8711.0,141.0,70.0,71.0,0.0
2017-07-26 14:01:00,offline,Keephills 2,Keephills 2 Offline.,27.77,YES,999.99,3500.972272236226,2017-07-26 15:59:00,118.0,27.77,0.0,2017-07-26 14:01:00,0.0,26.109666666666666,415.94449999999995,10644.0,-483.0,-484.0,8.0,-7.0
2017-07-26 15:45:00,offline,Sundance 6,Sundance 6 Offline.,46.45,YES,999.99,2052.831001076426,2017-07-26 15:59:00,14.0,46.45,0.0,2017-07-26 15:45:00,0.0,29.686333333333373,975.5033888888884,10703.0,-575.0,-572.0,-3.0,0.0
2017-07-26 16:00:00,other,EEA 1,EEA 1 Declared for the AIES,999.99,YES,999.99,0.0,2017-07-26 16:00:00,0.0,999.99,0.0,2017-07-26 16:00:00,0.0,86.3105,999.9899999999991,10606.0,-612.0,-606.0,-6.0,0.0
2017-07-26 16:08:00,other,other,EEA2 Declared for the AIES.,999.99,YES,999.99,0.0,2017-07-26 16:08:00,0.0,110.0,88.99988999889999,2017-07-26 19:05:00,177.0,129.55672222222228,984.2456666666662,10606.0,-612.0,-606.0,-6.0,0.0
2017-07-26 19:00:00,other,other,EEA0 Declared for the AIES,999.99,YES,999.99,0.0,2017-07-26 19:00:00,0.0,20.5,97.949979499795,2017-07-26 21:16:00,136.0,999.9899999999991,62.96383333333346,10163.0,-604.0,-423.0,-33.0,-148.0
2017-07-28 00:01:00,online,Battle 3,Battle River 3 online,18.28,NO,20.42,11.706783369803064,2017-07-28 01:13:00,72.0,15.78,13.67614879649891,2017-07-28 00:30:00,29.0,20.614388888888868,18.96244444444449,9097.0,7.0,13.0,-5.0,0.0
2017-07-28 02:00:00,offline,Genesee 1,Genesee 1 offline,18.51,NO,20.42,10.318746623446785,2017-07-28 02:02:00,2.0,18.51,0.0,2017-07-28 02:00:00,0.0,19.12627777777781,19.868222222222307,8672.0,-2.0,10.0,-10.0,0.0
2017-07-28 20:48:00,online,Keephills 2,Keephills 2 on line.,24.86,NO,24.86,0.0,2017-07-28 20:48:00,0.0,18.28,26.46822204344328,2017-07-28 23:45:00,177.0,25.46211111111114,20.616111111111106,9897.0,-311.0,-295.0,-16.0,0.0
2017-07-29 02:00:00,online,Genesee 1,Genesee 1 on line,18.28,NO,18.28,0.0,2017-07-29 02:00:00,0.0,15.41,15.700218818380751,2017-07-29 02:40:00,40.0,17.07005555555551,16.478277777777734,8607.0,-44.0,9.0,-1.0,-51.0
2017-07-29 14:46:00,online,Sundance 2,Sundance #2 online.,27.76,NO,28.03,0.9726224783861648,2017-07-29 16:12:00,86.0,27.76,0.0,2017-07-29 14:46:00,0.0,25.218666666666653,27.845944444444545,9989.0,14.0,9.0,5.0,0.0
2017-07-29 23:16:00,offline,Battle 3,Battle River 3 offline,20.1,NO,20.1,0.0,2017-07-29 23:16:00,0.0,13.83,31.194029850746276,2017-07-30 01:28:00,132.0,18.40638888888894,16.4933333333333,9231.0,56.0,-44.0,100.0,0.0
2017-07-30 07:34:00,online,Sundance 6,Sundance #6 online.,13.48,NO,18.39,36.42433234421365,2017-07-30 10:17:00,163.0,13.48,0.0,2017-07-30 07:34:00,0.0,13.80172222222224,15.769833333333342,8523.0,117.0,30.0,85.0,0.0
2017-07-30 11:52:00,online,Sundance 1,Sundance #1 online.,26.88,NO,26.88,0.0,2017-07-30 11:52:00,0.0,20.43,23.995535714285708,2017-07-30 13:23:00,91.0,18.501611111111128,24.3361111111111,9599.0,198.0,87.0,112.0,0.0
2017-07-30 12:00:00,offline,Genesee 2,Genesee #2 offline.,26.88,NO,26.88,0.0,2017-07-30 12:00:00,0.0,20.43,23.995535714285708,2017-07-30 13:23:00,83.0,19.01138888888892,24.04944444444442,9738.0,330.0,222.0,108.0,0.0
2017-07-31 09:40:00,offline,Path 2,Path 2 out of service.,27.77,NO,33.1,19.193374144760543,2017-07-31 12:39:00,179.0,27.77,0.0,2017-07-31 09:40:00,0.0,25.17327777777782,29.355111111111167,9871.0,130.0,60.0,70.0,0.0
2017-07-31 10:12:00,online,Path 2,Path 2 in service.,31.09,NO,33.1,6.46510131875202,2017-07-31 12:39:00,147.0,27.77,10.678674815053068,2017-07-31 10:57:00,45.0,26.84705555555559,29.93377777777784,10015.0,153.0,84.0,69.0,0.0
2017-07-31 18:39:00,online,Genesee 2,Genesee 2 on line.,27.77,NO,27.77,0.0,2017-07-31 18:39:00,0.0,18.39,33.77745768815268,2017-07-31 21:25:00,166.0,58.61938888888881,22.16944444444448,10248.0,-9.0,-95.0,86.0,0.0
2017-08-02 03:16:00,offline,Keephills 3,Keephills #3 offline.,18.51,NO,20.43,10.372771474878428,2017-08-02 06:06:00,170.0,18.51,0.0,2017-08-02 03:16:00,0.0,19.735222222222276,18.625000000000057,8433.0,532.0,447.0,88.0,0.0
2017-08-02 10:16:00,offline,Sundance 1,Sundance 1 Offline,27.77,NO,35.01,26.071299963989915,2017-08-02 11:02:00,46.0,27.77,0.0,2017-08-02 10:16:00,0.0,26.148055555555626,30.664944444444565,9905.0,278.0,175.0,234.0,-131.0
2017-08-03 01:11:00,offline,Sundance 3,Sundance 3 Off line,25.12,NO,27.75,10.469745222929937,2017-08-03 01:14:00,3.0,25.12,0.0,2017-08-03 01:11:00,0.0,26.824222222222197,27.577166666666685,8586.0,511.0,358.0,151.0,0.0
2017-08-03 08:21:00,online,Battle 3,Battle River 3 online,26.66,NO,30.0,12.528132033008244,2017-08-03 09:02:00,41.0,26.66,0.0,2017-08-03 08:21:00,0.0,25.302277777777707,27.764888888888912,9458.0,230.0,73.0,204.0,-47.0
2017-08-03 12:20:00,offline,Battle 3,Battle River 3 off line,26.97,NO,72.45,168.63181312569523,2017-08-03 13:01:00,41.0,26.97,0.0,2017-08-03 12:20:00,0.0,27.675166666666676,57.88666666666673,10196.0,27.0,-17.0,199.0,-154.0
2017-08-03 14:13:00,online,Battle 3,Battle River 3 on line,72.45,NO,110.0,51.82884748102139,2017-08-03 16:55:00,162.0,27.77,61.67011732229124,2017-08-03 15:00:00,47.0,46.28211111111106,49.97744444444431,10338.0,149.0,54.0,249.0,-154.0
2017-08-03 16:01:00,offline,Battle 3,Battle River 3 off line,34.15,NO,110.0,222.10834553440705,2017-08-03 16:55:00,54.0,34.15,0.0,2017-08-03 16:01:00,0.0,58.259999999999955,61.762111111111174,10424.0,-137.0,-181.0,197.0,-154.0
2017-08-03 19:39:00,online,Sundance 3,Sundance 3 on line,34.49,NO,34.49,0.0,2017-08-03 19:39:00,0.0,18.85,45.346477239779645,2017-08-03 22:33:00,174.0,61.83388888888881,23.16588888888884,10087.0,241.0,139.0,254.0,-154.0
2017-08-03 21:36:00,online,Keephills 3,Keephills 3 on line,20.45,NO,23.18,13.349633251833737,2017-08-04 00:11:00,155.0,18.39,10.073349633251826,2017-08-03 23:51:00,135.0,27.709555555555472,20.57811111111106,9810.0,292.0,183.0,166.0,-55.0
2017-08-03 22:17:00,online,Battle 3,Battle River 3 on line,22.85,NO,23.18,1.444201312910276,2017-08-04 00:11:00,114.0,18.39,19.518599562363235,2017-08-03 23:51:00,94.0,24.823999999999984,20.05711111111111,9506.0,400.0,206.0,199.0,-2.0
2017-08-04 09:02:00,online,Sundance 1,Sundance 1 on line,20.42,NO,20.43,0.048971596474034484,2017-08-04 11:04:00,122.0,18.39,9.941234084231155,2017-08-04 09:24:00,22.0,18.430555555555564,20.006611111111084,9645.0,194.0,198.0,-4.0,0.0
2017-08-04 17:41:00,offline,Sundance 5,Sundance 5 off line,24.55,NO,24.55,0.0,2017-08-04 17:41:00,0.0,20.43,16.782077393075355,2017-08-04 19:04:00,83.0,21.02538888888893,20.986111111111054,9744.0,374.0,304.0,70.0,0.0
2017-08-04 22:45:00,offline,Battle 3,Battle River 3 off line,20.43,NO,20.43,0.0,2017-08-04 22:45:00,0.0,18.29,10.474791972589337,2017-08-05 01:00:00,135.0,20.42999999999994,19.346555555555533,9146.0,279.0,268.0,14.0,0.0
2017-08-08 14:00:00,online,Sundance 5,Sundance 5 on line.,40.01,YES,307.61,668.8327918020495,2017-08-08 15:40:00,100.0,27.77,30.592351912021986,2017-08-08 16:04:00,124.0,31.475888888888914,56.713666666666775,10115.0,402.0,263.0,139.0,0.0
2017-08-09 20:26:00,offline,Path 2,Path 2 out of service.,27.77,NO,44.51,60.280878646020874,2017-08-09 23:00:00,154.0,18.5,33.38134677709759,2017-08-09 22:56:00,150.0,60.45772222222233,27.40427777777774,9832.0,518.0,297.0,234.0,-16.0
2017-08-09 20:52:00,online,Path 2,Path 2 in service.,27.77,NO,44.51,60.280878646020874,2017-08-09 23:00:00,128.0,18.5,33.38134677709759,2017-08-09 22:56:00,124.0,58.88616666666684,29.324999999999964,9832.0,518.0,297.0,234.0,-16.0
2017-08-10 22:16:00,online,Battle 3,Battle River 3 online.,45.75,NO,45.75,0.0,2017-08-10 22:16:00,0.0,22.35,51.147540983606554,2017-08-11 00:38:00,142.0,27.38383333333337,29.3618333333334,9583.0,265.0,241.0,92.0,-64.0
2017-08-11 07:15:00,offline,Path 2,Path 2 out of service,20.42,NO,27.77,35.99412340842309,2017-08-11 09:29:00,134.0,18.51,9.353574926542606,2017-08-11 07:22:00,7.0,25.479055555555536,23.28522222222224,9106.0,221.0,97.0,123.0,0.0
2017-08-11 09:10:00,online,Path 2,Path 2 in service,25.63,NO,27.77,8.349590323839262,2017-08-11 09:29:00,19.0,25.1,2.067889192352701,2017-08-11 09:51:00,41.0,23.480333333333334,27.113333333333387,9800.0,239.0,70.0,144.0,25.0
2017-08-11 21:38:00,offline,Sundance 4,Sundance 4 unit off line,27.8,NO,40.01,43.9208633093525,2017-08-11 23:00:00,82.0,27.5,1.0791366906474864,2017-08-11 22:29:00,51.0,25.381333333333334,28.16355555555557,9588.0,-304.0,-253.0,9.0,-59.0
2017-08-11 21:40:00,offline,Sundance 1,Sundance #1 unit off line,27.8,NO,40.01,43.9208633093525,2017-08-11 23:00:00,80.0,27.5,1.0791366906474864,2017-08-11 22:29:00,49.0,25.381666666666664,28.163555555555572,9588.0,-304.0,-253.0,9.0,-59.0
2017-08-11 22:39:00,offline,Battle 3,Battle River #3 unit off line,27.5,NO,40.01,45.49090909090909,2017-08-11 23:00:00,21.0,27.5,0.0,2017-08-11 22:39:00,0.0,25.370000000000054,30.449222222222257,9385.0,-359.0,-295.0,-3.0,-61.0
2017-08-14 05:01:00,online,Sundance 4,Sundance #4 on line.,25.64,NO,32.2,25.585023400936045,2017-08-14 06:00:00,59.0,21.68,15.44461778471139,2017-08-14 07:24:00,143.0,22.745111111111058,27.940277777777787,8607.0,101.0,-33.0,133.0,0.0
2017-08-14 05:02:00,online,Sundance 4,Sundance #4 on line.,25.64,NO,32.2,25.585023400936045,2017-08-14 06:00:00,58.0,21.68,15.44461778471139,2017-08-14 07:24:00,142.0,22.774666666666615,27.941222222222237,8607.0,101.0,-33.0,133.0,0.0
2017-08-15 02:38:00,online,Sundance 1,Sundance 1 on line,27.77,NO,27.77,0.0,2017-08-15 02:38:00,0.0,18.39,33.77745768815268,2017-08-15 05:00:00,142.0,28.011666666666738,22.077166666666702,8304.0,159.0,34.0,125.0,0.0
2017-08-16 17:35:00,offline,Path 83,Path 83 out of service.,20.42,NO,20.42,0.0,2017-08-16 17:35:00,0.0,18.39,9.941234084231155,2017-08-16 19:35:00,120.0,20.42838888888887,18.67238888888885,9924.0,85.0,9.0,79.0,0.0
2017-08-16 21:01:00,online,Path 83,Path 83 in service.,18.51,NO,19.32,4.3760129659643265,2017-08-16 21:18:00,17.0,15.37,16.963803349540797,2017-08-17 00:00:00,179.0,18.541833333333308,18.114444444444484,9495.0,-28.0,-14.0,-9.0,0.0
2017-08-17 12:02:00,offline,Sundance 4,Sundance 4 off Line.,45.75,NO,47.01,2.7540983606557434,2017-08-17 12:03:00,1.0,27.77,39.30054644808744,2017-08-17 14:51:00,169.0,26.711555555555574,40.6548333333334,9983.0,103.0,-27.0,129.0,0.0
2017-08-17 16:54:00,online,Sundance 4,Sundance 4 on line.,27.77,NO,27.77,0.0,2017-08-17 16:54:00,0.0,19.5,29.780338494778537,2017-08-17 19:48:00,174.0,28.314444444444593,24.564611111111123,10251.0,-414.0,-419.0,5.0,0.0
2017-08-18 21:22:00,offline,Sundance 5,Sundance #5 Off Line,18.29,NO,18.29,0.0,2017-08-18 21:22:00,0.0,15.26,16.566429743028976,2017-08-19 00:15:00,173.0,16.21316666666666,16.139666666666677,9624.0,25.0,23.0,1.0,1.0
2017-08-18 21:30:00,offline,Sundance 3,Sundance #3 Off Line,18.29,NO,18.29,0.0,2017-08-18 21:30:00,0.0,13.48,26.298523783488235,2017-08-19 00:26:00,176.0,16.226499999999994,15.965444444444465,9624.0,25.0,23.0,1.0,1.0
2017-08-18 22:44:00,offline,Battle 4,Battle River #4 Off Line,15.41,NO,15.41,0.0,2017-08-18 22:44:00,0.0,13.48,12.524334847501617,2017-08-19 00:26:00,102.0,16.36044444444441,14.557833333333342,9355.0,-12.0,1.0,-13.0,0.0
2017-08-21 03:27:00,online,Sundance 5,Sundance #5 on line.,18.29,NO,20.43,11.70038272279934,2017-08-21 05:27:00,120.0,18.29,0.0,2017-08-21 03:27:00,0.0,18.112499999999976,19.076333333333302,8251.0,551.0,435.0,116.0,0.0
2017-08-21 20:15:00,online,Sundance 3,Sundance #3 on line,23.46,NO,34.11,45.39641943734014,2017-08-21 21:12:00,57.0,21.24,9.462915601023026,2017-08-21 23:07:00,172.0,24.095333333333226,26.746388888888895,9580.0,351.0,138.0,213.0,0.0
2017-08-22 14:33:00,offline,Sundance 6,Sundance 6 off line.,46.5,YES,999.0,2048.3870967741937,2017-08-22 14:42:00,9.0,27.77,40.27956989247312,2017-08-22 17:02:00,149.0,36.81883333333338,225.375111111111,10365.0,285.0,85.0,208.0,0.0
2017-08-22 20:41:00,online,Sundance 6,Sundance 6 on line,29.68,NO,29.68,0.0,2017-08-22 20:41:00,0.0,20.42,31.199460916442046,2017-08-22 23:14:00,153.0,36.923666666666755,25.639277777777743,9940.0,87.0,-34.0,121.0,0.0
2017-08-23 08:01:00,online,Battle 4,Battle River #4 online.,18.28,NO,27.77,51.91466083150984,2017-08-23 10:04:00,123.0,18.28,0.0,2017-08-23 08:01:00,0.0,18.171222222222315,22.234722222222196,9471.0,119.0,-17.0,136.0,0.0
2017-08-24 01:01:00,offline,Path 83,Path 83 out of service.,15.15,NO,15.38,1.518151815181512,2017-08-24 03:30:00,149.0,13.48,11.023102310231025,2017-08-24 01:25:00,24.0,15.598277777777813,14.801722222222237,8793.0,218.0,222.0,0.0,0.0
2017-08-24 02:34:00,offline,Battle 4,Battle River #4 Off Line,15.27,NO,15.41,0.916830386378531,2017-08-24 05:13:00,159.0,13.48,11.722331368696782,2017-08-24 04:06:00,92.0,14.385888888888925,14.889000000000008,8696.0,233.0,232.0,0.0,0.0
2017-08-24 10:01:00,maintenance,AESO,The AESO is doing planned system maintenance today at 10:10am MDT for approximately 20 minutes. ADaMS will be unavailable for the duration of the outage and dispatches will be via phone. If ETS is dropped  log back in.,18.28,NO,18.39,0.6017505470459428,2017-08-24 11:06:00,65.0,18.28,0.0,2017-08-24 10:01:00,0.0,15.370666666666713,18.3513333333333,10042.0,97.0,98.0,0.0,0.0
2017-08-25 16:16:00,online,Path 83,Path 83 back in service.,20.43,NO,20.43,0.0,2017-08-25 16:16:00,0.0,18.39,9.985315712187958,2017-08-25 17:55:00,99.0,20.397777777777723,19.200444444444415,10124.0,230.0,224.0,7.0,0.0
2017-08-25 21:46:00,offline,Sundance 1,Sundance #1 offline.,22.6,NO,22.6,0.0,2017-08-25 21:46:00,0.0,18.39,18.6283185840708,2017-08-25 23:17:00,91.0,19.857833333333335,20.258333333333336,9622.0,421.0,230.0,196.0,0.0
2017-08-25 22:02:00,offline,Sundance 6,Sundance #6 offline.,22.6,NO,22.6,0.0,2017-08-25 22:02:00,0.0,18.39,18.6283185840708,2017-08-25 23:17:00,75.0,20.200388888888885,19.89477777777782,9374.0,393.0,220.0,173.0,0.0
2017-08-26 10:53:00,offline,Genesee 1,Genesee #1 Off Line,45.51,NO,45.53,0.043946385409809885,2017-08-26 13:30:00,157.0,27.77,38.98044385849264,2017-08-26 12:00:00,67.0,24.888888888888882,40.33877777777774,9329.0,461.0,250.0,208.0,0.0
2017-08-26 22:06:00,maintenance,AESO,The AESO is doing planned system maintenance on August 26 at 10:10pm MDT for approximately 20 minutes. ADaMS will be unavailable for the duration of the outage and dispatches will be via phone. If ETS is dropped  log back in.,20.43,NO,27.77,35.9275575134606,2017-08-26 23:07:00,61.0,20.42,0.04894762604013003,2017-08-26 22:18:00,12.0,24.089166666666653,23.596388888888825,9175.0,541.0,281.0,261.0,0.0
2017-08-27 08:24:00,online,Battle 4,Battle River #4 on line.,20.43,NO,40.7,99.21683798335783,2017-08-27 11:10:00,166.0,20.43,0.0,2017-08-27 08:24:00,0.0,20.96838888888888,29.437333333333314,8621.0,344.0,180.0,162.0,0.0
2017-08-27 21:04:00,online,Sundance 6,Sundance # 6 on line.,27.77,NO,27.77,0.0,2017-08-27 21:04:00,0.0,23.31,16.060496939142965,2017-08-27 23:39:00,155.0,28.044833333333308,26.098111111111177,9860.0,134.0,104.0,95.0,-65.0
2017-08-27 22:08:00,online,Genesee 1,Genesee # 1 on line.,26.75,NO,26.75,0.0,2017-08-27 22:08:00,0.0,18.39,31.25233644859813,2017-08-28 01:00:00,172.0,25.82227777777774,23.53344444444443,9496.0,363.0,196.0,172.0,-5.0
2017-08-28 01:43:00,online,Sundance 1,Sundance # 1 online.,18.39,NO,18.39,0.0,2017-08-28 01:43:00,0.0,18.29,0.5437737901033302,2017-08-28 02:20:00,37.0,21.907888888888834,18.310555555555524,8657.0,465.0,272.0,193.0,0.0
2017-08-28 04:53:00,offline,Sundance 1,Sundance # 1 off line.,18.29,NO,20.43,11.70038272279934,2017-08-28 06:06:00,73.0,18.29,0.0,2017-08-28 04:53:00,0.0,18.304999999999968,19.180666666666728,8523.0,474.0,287.0,187.0,0.0
2017-08-28 08:44:00,online,Sundance 1,Sundance # 1 on line.,18.39,NO,21.69,17.944535073409472,2017-08-28 11:41:00,177.0,18.39,0.0,2017-08-28 08:44:00,0.0,19.184555555555548,20.109888888888843,9631.0,237.0,87.0,153.0,0.0
2017-08-28 15:52:00,offline,Keephills 2,Keephills 2 off line.,37.39,NO,37.39,0.0,2017-08-28 15:52:00,0.0,27.0,27.788178657395022,2017-08-28 17:54:00,122.0,28.597833333333377,30.413611111111223,10544.0,262.0,131.0,131.0,0.0
2017-08-28 18:18:00,offline,Keephills 1,Keephills 1 off line.,27.77,NO,34.0,22.434281598847683,2017-08-28 19:00:00,42.0,24.08,13.287720561757299,2017-08-28 20:02:00,104.0,31.360000000000117,27.79227777777777,10310.0,199.0,22.0,182.0,0.0
2017-08-30 11:39:00,maintenance,AESO,The AESO maintenance scheduled for 2:10pm MST  will be delayed until 3:10pm MST. There will be no outage to ETS or ADaMS  but submissions and restatements in ETS will be delayed during the maintenance. Updates to AESO Reports may be delayed.,26.39,NO,27.77,5.229253505115561,2017-08-30 14:12:00,153.0,20.46,22.4706328154604,2017-08-30 12:11:00,32.0,21.386111111111084,23.366222222222227,10111.0,64.0,1.0,64.0,0.0
